"","name","value","nombre","usuario","fecha","retweets","like","replies","texto","hashtags","ctasMencionadas","nombres_propios"
"1808",1808,"Armando Rangel Díaz  @rangel_daz 51m 51 minutes ago More ¡Empieza a desinflarse en la parte alta de la 1era entrada el ""ganso silvestre"" @lopezobrador_, le renuncia Carlos Urzua, Srio. de Hacienda, el ""guante beisbolero"" diseñado por Urzua no le agrado al patrullero de la US Border Patrol!  Reply Retweet Like","Armando Rangel Díaz  ","@rangel_daz ","2019-07-09",NA,NA,NA,"¡Empieza a desinflarse en la parte alta de la 1era entrada el ""ganso silvestre"" @lopezobrador_, le renuncia Carlos Urzua, Srio. de Hacienda, el ""guante beisbolero"" diseñado por Urzua no le agrado al patrullero de la US Border Patrol!","","@lopezobrador_","Empieza, Carlos, Urzua, Srio, Hacienda, Urzua, US, Border, Patrol"
"1809",1809,"Carlitos  @Leo_neee 51m 51 minutes ago More Ahora todos son Carlos Urzúa ...paren de mamar Reply Retweet Like 1","Carlitos  ","@Leo_neee ","2019-07-09",NA,1,NA,"Ahora todos son Carlos Urzúa ...paren de mamar","","","Ahora, Carlos, Urzúa"
"1810",1810,"Tzindia Anabel  @TzindiaA 51m 51 minutes ago More Arturo Herrera sustituye a Carlos Urzúa como secretario de Hacienda y Crédito Público. https://www.facebook.com/lopezobrador.org.mx/videos/vb.122070839781/1733539716789971/?type=2&theater … Reply Retweet Like","Tzindia Anabel  ","@TzindiaA ","2019-07-09",NA,NA,NA,"Arturo Herrera sustituye a Carlos Urzúa como secretario de Hacienda y Crédito Público. https://www.facebook.com/lopezobrador.org.mx/videos/vb.122070839781/1733539716789971/?type=2&theater …","","","Arturo, Herrera, Carlos, Urzúa, Hacienda, Crédito, Público"
"1811",1811,"Roberto Bonilla N  @OMexico 51m 51 minutes ago More Replying to @mariana_c_v @CarlosUrzuaSHCP De otro grupo...  Sube Arturo Herrera subsecretario del ramo  Viene del Banco Mundial, alumno de Urzúa del Colmex. Ahí me tocó conocerlo. Alguna vez lo traje a la glosa ciudadana. Perfil bajo pero muy inteligente. Su chamba es hacer control de daños. Reply Retweet Like","Roberto Bonilla N  ","@OMexico ","2019-07-09",NA,NA,NA,"REPLYING TO @mariana_c_v @CarlosUrzuaSHCP De otro grupo...  Sube Arturo Herrera subsecretario del ramo  Viene del Banco Mundial, alumno de Urzúa del Colmex. Ahí me tocó conocerlo. Alguna vez lo traje a la glosa ciudadana. Perfil bajo pero muy inteligente. Su chamba es hacer control de daños.","","@mariana_c_v, @CarlosUrzuaSHCP","De, Sube, Arturo, Herrera, Viene, Banco, Mundial, Urzúa, Colmex, Ahí, Alguna, Perfil, Su"
"1812",1812,"Gorilotota  @Gorilotota 51m 51 minutes ago More Peso y BMV caen tras renuncia del secretario de Hacienda, Carlos Urzúa.  https://www.milenio.com/negocios/carlos-urzua-cae-peso-bmv-renuncia-secretario-hacienda … Reply Retweet Like","Gorilotota  ","@Gorilotota ","2019-07-09",NA,NA,NA,"Peso y BMV caen tras renuncia del secretario de Hacienda, Carlos Urzúa.  https://www.milenio.com/negocios/carlos-urzua-cae-peso-bmv-renuncia-secretario-hacienda …","","","Peso, BMV, Hacienda, Carlos, Urzúa"
"1813",1813,"EROSRAFH ® ©  @erosrafh 51m 51 minutes ago More Urzúa renuncia y deja ver pleitos de poder en la 4T; el peso lo paga: el dólar sube 1.97% y llega a 19.27  Reply Retweet Like","EROSRAFH ","@erosrafh ","2019-07-09",NA,NA,NA,"® ©Urzúa renuncia y deja ver pleitos de poder en la 4T; el peso lo paga: el dólar sube 1.97% y llega a 19.27","","","Urzúa"
"1814",1814,"Moises  @Mowgli420 51m 51 minutes ago More Recuerdan cuando una de las mejores propuestas de AMLO era su gabinete y que todos los estaban eran la verga y no sé qué, pues todo eso se está desmoronando. Otro secretario que dice “mejor siempre no”. Carlos Urzúa otro más que abandona el barco 4T Reply 1 Retweet 1 Like 7","Moises  ","@Mowgli420 ","2019-07-09",1,7,1,"Recuerdan cuando una de las mejores propuestas de AMLO era su gabinete y que todos los estaban eran la verga y no sé qué, pues todo eso se está desmoronando. Otro secretario que dice “mejor siempre no”. Carlos Urzúa otro más que abandona el barco 4T","","","Recuerdan, AMLO, Otro, Carlos, Urzúa"
"1815",1815,"JPLP  @JPLP74036677 51m 51 minutes ago More Replying to @Donvix jajajajajajajajajaja Lo que siempre me resulta curioso es que los reporteros, que se supone deberían tener mayor facilidad para hacer la pregunta incisiva, no se les ocurrió preguntar algo como : ""entonces, ¿el doctor Urzúa renuncia porque todo está bien?"" Reply Retweet Like","JPLP  ","@JPLP74036677 ","2019-07-09",NA,NA,NA,"REPLYING TO @Donvix jajajajajajajajajaja Lo que siempre me resulta curioso es que los reporteros, que se supone deberían tener mayor facilidad para hacer la pregunta incisiva, no se les ocurrió preguntar algo como : ""entonces, ¿el doctor Urzúa renuncia porque todo está bien?""","","@Donvix","Lo, Urzúa"
"1816",1816,"marihana  @lomanhy 51m 51 minutes ago More Renuncia el secretario de Hacienda de México, Carlos Urzúa  Reply Retweet 1 Like","marihana  ","@lomanhy ","2019-07-09",1,NA,NA,"Renuncia el secretario de Hacienda de México, Carlos Urzúa","","","Renuncia, Hacienda, México, Carlos, Urzúa"
"1817",1817,"Bef  @monorama 51m 51 minutes ago More Lo que me preocupa es quiénes son las ""personas influyentes"" a las que se refiere Urzúa. Reply 5 Retweet 3 Like 25","Bef  ","@monorama ","2019-07-09",3,25,5,"Lo que me preocupa es quiénes son las ""personas influyentes"" a las que se refiere Urzúa.","","","Lo, Urzúa"
"1818",1818,"siglotw27  @siglotw27 51m 51 minutes ago More Dólar se dispara hasta 19.55 pesos, tras renuncia de Carlos Urzúa  Reply Retweet Like","siglotw27  ","@siglotw27 ","2019-07-09",NA,NA,NA,"Dólar se dispara hasta 19.55 pesos, tras renuncia de Carlos Urzúa","","","Dólar, Carlos, Urzúa"
"1819",1819,"Rolando Mendoza  @DrRolandoM 51m 51 minutes ago More Replying to @CarlosUrzuaSHCP Nombres,nombres y apellidos,ayude al país Sr. Urzua. Reply Retweet Like","Rolando Mendoza  ","@DrRolandoM ","2019-07-09",NA,NA,NA,"REPLYING TO @CarlosUrzuaSHCP Nombres,nombres y apellidos,ayude al país Sr. Urzua.","","@CarlosUrzuaSHCP","Nombres, Sr, Urzua"
"1820",1820,"JuanPedro FC  @JuanPedroFC 51m 51 minutes ago More El tema no será quién, capaz, puede sustituir a Urzúa. El tema es quién se atreve. Reply Retweet Like 1","JuanPedro FC  ","@JuanPedroFC ","2019-07-09",NA,1,NA,"El tema no será quién, capaz, puede sustituir a Urzúa. El tema es quién se atreve.","","","El, Urzúa, El"
"1821",1821,"Capital México  @CapitalMexico 51m 51 minutes ago More “Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez” anuncia el presidente @lopezobrador_ Reply Retweet 2 Like 1","Capital México  ","@CapitalMexico ","2019-07-09",2,1,NA,"“Acepté la renuncia de Carlos Urzúa, secretario de Hacienda y para sustituirlo he nombrado al subsecretario Arturo Herrera Gutiérrez” anuncia el presidente @lopezobrador_","","@lopezobrador_","Acepté, Carlos, Urzúa, Hacienda, Arturo, Herrera, Gutiérrez"
"1822",1822,"Young Phat  @GordoFriki 52m 52 minutes ago More Uta madre, la renuncia de Carlos Urzúa PREOCUPA y preocupa mucho. Reply 1 Retweet Like 1","Young Phat  ","@GordoFriki ","2019-07-09",NA,1,1,"Uta madre, la renuncia de Carlos Urzúa PREOCUPA y preocupa mucho.","","","Uta, Carlos, Urzúa, PREOCUPA"
"1823",1823,"Enrique Saisó  @ESAISO 52m 52 minutes ago More Replying to @DRicardo_98 Urzúa lo dice bastante claro. Reply Retweet Like","Enrique Saisó  ","@ESAISO ","2019-07-09",NA,NA,NA,"REPLYING TO @DRicardo_98 Urzúa lo dice bastante claro.","","@DRicardo_98","Urzúa"
"1824",1824,"Mauricio Chávez  @MauChvz 52m 52 minutes ago More Normalmente evito hablar de temas políticos en esta red social, pero que miedo los motivos de la renuncia de Carlos Urzúa. Reply Retweet Like","Mauricio Chávez  ","@MauChvz ","2019-07-09",NA,NA,NA,"Normalmente evito hablar de temas políticos en esta red social, pero que miedo los motivos de la renuncia de Carlos Urzúa.","","","Normalmente, Carlos, Urzúa"
"1825",1825,"juan jose bravo nuñez  @juanjosebravon1 52m 52 minutes ago More juan jose bravo nuñez Retweeted Pascal BeltrandelRio Renunció CArlos Urzúa de Hacienda  juan jose bravo nuñez added, Pascal BeltrandelRio Verified account  @beltrandelrio Las empresas que anuncian sus productos con lemas como “pndejo”, “chingón” y “pinche” deben tener una visión muy limitada los jóvenes del país. Creen que para dirigirse a ellos y llamar su atención tienen que expresarse así. Reply Retweet Like","juan jose bravo nuñez  ","@juanjosebravon1 ","2019-07-09",NA,NA,NA,"juan jose bravo nuñez Retweeted Pascal BeltrandelRio Renunció CArlos Urzúa de Hacienda  juan jose bravo nuñez added, Pascal BeltrandelRio Verified account  @beltrandelrio Las empresas que anuncian sus productos con lemas como “pndejo”, “chingón” y “pinche” deben tener una visión muy limitada los jóvenes del país. Creen que para dirigirse a ellos y llamar su atención tienen que expresarse así.","","@beltrandelrio","Retweeted, Pascal, BeltrandelRio, Renunció, CArlos, Urzúa, Hacienda, Pascal, BeltrandelRio, Verified, Las, Creen"
"1826",1826,"Felipe Montiel  @fmontielg 52m 52 minutes ago More Replying to @ferbelaunzaran @lopezobrador_ La renuncia de Urzúa se puede interpretar como la derrota, dentro del gabinete, de  los técnicos moderados y el triunfo de los ignorantes radicales. De miedo! Reply 1 Retweet 24 Like 34","Felipe Montiel  ","@fmontielg ","2019-07-09",24,34,NA,"REPLYING TO @ferbelaunzaran @lopezobrador_ La renuncia de Urzúa se puede interpretar como la derrota, dentro del gabinete, de  los técnicos moderados y el triunfo de los ignorantes radicales. De miedo!","","@ferbelaunzaran, @lopezobrador_","La, Urzúa, De"
"1827",1827,"Francisco87  @FcoUrb87 52m 52 minutes ago More Francisco87 Retweeted Sinudet Me imagino que esta es una de las razones por las que se va Urzúa  Francisco87 added, Sinudet  @Sinudet El pleito entre Carlos Urzúa y Alfonso Romo ya da pena... https://www.elfinanciero.com.mx/opinion/dario-celis/quebranto-de-1-000-mdp-en-universidad-salazar … Reply Retweet 1 Like 1","Francisco87  ","@FcoUrb87 ","2019-07-09",1,1,NA,"Francisco87 Retweeted Sinudet Me imagino que esta es una de las razones por las que se va Urzúa  Francisco87 added, Sinudet  @Sinudet El pleito entre Carlos Urzúa y Alfonso Romo ya da pena... https://www.elfinanciero.com.mx/opinion/dario-celis/quebranto-de-1-000-mdp-en-universidad-salazar …","","@Sinudet","Francisco87, Retweeted, Sinudet, Me, Urzúa, Francisco87, Sinudet, El, Carlos, Urzúa, Alfonso, Romo"
"1828",1828,"Infosel  @Infosel 52m 52 minutes ago More AMLO dice ""México cuenta con finanzas públicas sanas” tras nombrar al subsecretario Arturo Herrera como reemplazo de Carlos Urzúa  Reply 2 Retweet 6 Like 5","Infosel  ","@Infosel ","2019-07-09",6,5,2,"AMLO dice ""México cuenta con finanzas públicas sanas” tras nombrar al subsecretario Arturo Herrera como reemplazo de Carlos Urzúa","","","AMLO, México, Arturo, Herrera, Carlos, Urzúa"
"1829",1829,"Medialog México  @MedialogMX 52m 52 minutes ago More HDO-RAD: Arturo Herrera es nombrado por López Obrador como nuevo titular de la SHCP, ante la salida de Carlos Urzúa https://www.medialog.com.mx/mxt.asp?m=NzM3NTM4MTU=&E=dXlocG1iamVmbg==&X=eHVocG1iamVmbg== … Reply Retweet Like","Medialog México  ","@MedialogMX ","2019-07-09",NA,NA,NA,"HDO-RAD: Arturo Herrera es nombrado por López Obrador como nuevo titular de la SHCP, ante la salida de Carlos Urzúa https://www.medialog.com.mx/mxt.asp?m=NzM3NTM4MTU=&E=dXlocG1iamVmbg==&X=eHVocG1iamVmbg== …","","","HDO, RAD, Arturo, Herrera, López, Obrador, SHCP, Carlos, Urzúa, NzM3NTM4MTU, XlocG1iamVmbg, HVocG1iamVmbg"
"1830",1830,"Armando R. Ramirez  @seberianorr 52m 52 minutes ago More Replying to @CarlosUrzuaSHCP Muerden la mano a kien les da de tragar.  Donde kedo su lealtad señor carlos urzua. Ud sabe el daño de su decision.  Eso suena como a traision.  Mencione a los personajes de los ke mensiona por conflicto de interes.  Sakelo a la luz y ayude a Mexico a transparentar la corrupcion. Reply Retweet Like","Armando R","@seberianorr ","2019-07-09",NA,NA,NA,".REPLYING TO @CarlosUrzuaSHCP Muerden la mano a kien les da de tragar.  Donde kedo su lealtad señor carlos urzua. Ud sabe el daño de su decision.  Eso suena como a traision.  Mencione a los personajes de los ke mensiona por conflicto de interes.  Sakelo a la luz y ayude a Mexico a transparentar la corrupcion.","","@CarlosUrzuaSHCP","Muerden, Donde, Ud, Eso, Mencione, Sakelo, Mexico"
"1831",1831,"JC  @JoseCarlos_ME 52m 52 minutes ago More JC Retweeted Carlos Urzúa La renuncia de Urzúa, me hace pensar que gana Alfonso Romo, esto lo infiero de una publicación de @dariocelise  https://www.google.com/amp/s/m.dineroenimagen.com/dario-celis/la-guerra-de-urzua-y-poncho-romo/107251/amp … JC added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.  Reply Retweet Like","JC  ","@JoseCarlos_ME ","2019-07-09",NA,NA,NA,"JC Retweeted Carlos Urzúa La renuncia de Urzúa, me hace pensar que gana Alfonso Romo, esto lo infiero de una publicación de @dariocelise  https://www.google.com/amp/s/m.dineroenimagen.com/dario-celis/la-guerra-de-urzua-y-poncho-romo/107251/amp … JC added, Carlos Urzúa Verified account  @CarlosUrzuaSHCP Agradezco la oportunidad de haber podido servir a México.","","@dariocelise, @CarlosUrzuaSHCP","JC, Retweeted, Carlos, Urzúa, La, Urzúa, Alfonso, Romo, JC, Carlos, Urzúa, Verified, Agradezco, México"
"1832",1832,"CiudadanosEnRed  @ciudadanosenred 52m 52 minutes ago More Renuncia el Secretario de Hacienda, Carlos Urzúa y se le fractura el equipo económico al gobierno de López Obrador.  ¿Que opinas? #Gobierno Reply Retweet Like","CiudadanosEnRed  ","@ciudadanosenred ","2019-07-09",NA,NA,NA,"Renuncia el Secretario de Hacienda, Carlos Urzúa y se le fractura el equipo económico al gobierno de López Obrador.  ¿Que opinas? #Gobierno","#Gobierno","","Renuncia, Secretario, Hacienda, Carlos, Urzúa, López, Obrador, Que, Gobierno"
"1833",1833,"Sin Embargo MX Verified account  @SinEmbargoMX 52m 52 minutes ago More Urzúa renuncia y deja ver pleitos de poder en la 4T; el peso lo paga: el dólar sube 1.97% y llega a 19.27 http://bit.ly/2YIOegP  Reply 1 Retweet 8 Like 14","Sin Embargo MX Verified account  ","@SinEmbargoMX ","2019-07-09",8,14,1,"Urzúa renuncia y deja ver pleitos de poder en la 4T; el peso lo paga: el dólar sube 1.97% y llega a 19.27 http://bit.ly/2YIOegP","","","Urzúa, YIOegP"
"1834",1834,"EL NORTE Verified account  @elnorte 52m 52 minutes ago More Ésta es la carta pública que Carlos Urzúa dirigió a AMLO al presentar su renuncia como titular de SHCP.  Reply 1 Retweet 5 Like 13","EL NORTE Verified account  ","@elnorte ","2019-07-09",5,13,1,"Ésta es la carta pública que Carlos Urzúa dirigió a AMLO al presentar su renuncia como titular de SHCP.","","","Carlos, Urzúa, AMLO, SHCP"
"1835",1835,"Arcelia Gonzalez Hdz  @arcelia_gh 52m 52 minutes ago More Carlos Urzúa renuncia a Hacienda; critica políticas y conflictos de interés en la 4T  Reply Retweet Like","Arcelia Gonzalez Hdz  ","@arcelia_gh ","2019-07-09",NA,NA,NA,"Carlos Urzúa renuncia a Hacienda; critica políticas y conflictos de interés en la 4T","","","Carlos, Urzúa, Hacienda"
"1836",1836,"oscar hugo enriquez  @hugoemx 52m 52 minutes ago More Renuncia Carlos Urzúa a Hacienda; argumenta imposiciones https://www.unotv.com/noticias/portal/nacional/detalle/renuncia-carlos-urzua-a-hacienda-034927/?utm_source=shared&utm_medium=boton-twitter&utm_campaign=social-clicks … #LoViEnUnoTV vía @UnoNoticias Reply Retweet Like","oscar hugo enriquez  ","@hugoemx ","2019-07-09",NA,NA,NA,"Renuncia Carlos Urzúa a Hacienda; argumenta imposiciones https://www.unotv.com/noticias/portal/nacional/detalle/renuncia-carlos-urzua-a-hacienda-034927/?utm_source=shared&utm_medium=boton-twitter&utm_campaign=social-clicks … #LoViEnUnoTV vía @UnoNoticias","#LoViEnUnoTV","@UnoNoticias","Renuncia, Carlos, Urzúa, Hacienda, LoViEnUnoTV"
"1837",1837,"Noticieros Televisa Verified account  @NTelevisa_com 52m 52 minutes ago More Renuncia de Carlos Urzúa a Hacienda impacta al dólar.    Reply Retweet 4 Like 6","Noticieros Televisa Verified account  ","@NTelevisa_com ","2019-07-09",4,6,NA,"Renuncia de Carlos Urzúa a Hacienda impacta al dólar.","","","Renuncia, Carlos, Urzúa, Hacienda"
"1838",1838,"carolina rocha m Verified account  @carolina_rocha_ 52m 52 minutes ago More Desde Zedillo y la salida del más breve Secretario de Hacienda de la historia moderna, Jaime Serra -duró 28 días en el cargo debido a la devaluación de 1994- no se habían tenido salidas tan abruptas en hacienda. Solo la renuncia de @LVidegaray por invitar a Trump y ahora Urzúa, Reply 3 Retweet 15 Like 43","carolina rocha m Verified account  ","@carolina_rocha_ ","2019-07-09",15,43,3,"Desde Zedillo y la salida del más breve Secretario de Hacienda de la historia moderna, Jaime Serra -duró 28 días en el cargo debido a la devaluación de 1994- no se habían tenido salidas tan abruptas en hacienda. Solo la renuncia de @LVidegaray por invitar a Trump y ahora Urzúa,","","@LVidegaray","Desde, Zedillo, Secretario, Hacienda, Jaime, Serra, Solo, Trump, Urzúa"
"1839",1839,"Canela Fina  @MonndC 52m 52 minutes ago More Replying to @palillodeazucar @lopezobrador_ @CarlosUrzuaSHCP Lamentable saber que así se maneja la dirección de nuestro país.   De reconocerse y aplaudir el aplomo y los arrestos de Urzúa para decir “No más”. Reply Retweet Like","Canela Fina  ","@MonndC ","2019-07-09",NA,NA,NA,"REPLYING TO @palillodeazucar @lopezobrador_ @CarlosUrzuaSHCP Lamentable saber que así se maneja la dirección de nuestro país.   De reconocerse y aplaudir el aplomo y los arrestos de Urzúa para decir “No más”.","","@palillodeazucar, @lopezobrador_, @CarlosUrzuaSHCP","Lamentable, De, Urzúa, No"
"1840",1840,"XEVA TABASCO  @XEVATabasco 52m 52 minutes ago More Arturo Herrera Gutiérrez asumirá la titularidad de @Hacienda_Mexico  ""El País está muy bien, está con muchísima tranquilidad. Tengo agradecimiento al Secretario Urzúa por todo el apoyo que me ha dado a lo largo de los años"", dijo Herrera.  Reply Retweet 3 Like 2","XEVA TABASCO  ","@XEVATabasco ","2019-07-09",3,2,NA,"Arturo Herrera Gutiérrez asumirá la titularidad de @Hacienda_Mexico  ""El País está muy bien, está con muchísima tranquilidad. Tengo agradecimiento al Secretario Urzúa por todo el apoyo que me ha dado a lo largo de los años"", dijo Herrera.","","@Hacienda_Mexico","Arturo, Herrera, Gutiérrez, El, País, Tengo, Secretario, Urzúa, Herrera"
"1841",1841,"Alfredo  @jalfredonerir 52m 52 minutes ago More Alfredo Retweeted Sopitas ""Todo en orden""  Carlos Urzúa  Alfredo added, 0:44 Sopitas Verified account  @sopitas En tanto, Arturo Herrera, subsecretario de Hacienda ha dicho que él se quedará en el lugar de Carlos Urzúa, además agregó que en breve, el presidente dará un anuncio  Show this thread Reply Retweet Like","Alfredo  ","@jalfredonerir ","2019-07-09",NA,NA,NA,"Alfredo Retweeted Sopitas ""Todo en orden""  Carlos Urzúa  Alfredo added, 0:44 Sopitas Verified account  @sopitas En tanto, Arturo Herrera, subsecretario de Hacienda ha dicho que él se quedará en el lugar de Carlos Urzúa, además agregó que en breve, el presidente dará un anuncio  Show this thread","","@sopitas","Alfredo, Retweeted, Sopitas, Todo, Carlos, Urzúa, Alfredo, Sopitas, Verified, En, Arturo, Herrera, Hacienda, Carlos, Urzúa, Show"
"1842",1842,"Carlos Juan Núñez Ro  @Carlosnuro 52m 52 minutes ago More Que debilidad de la economía mexicana!! Esperemos muestre su fortaleza!! Renuncia Carlos Urzúa, secretario de Hacienda  Reply 1 Retweet Like","Carlos Juan Núñez Ro  ","@Carlosnuro ","2019-07-09",NA,NA,1,"Que debilidad de la economía mexicana!! Esperemos muestre su fortaleza!! Renuncia Carlos Urzúa, secretario de Hacienda","","","Que, Esperemos, Renuncia, Carlos, Urzúa, Hacienda"
"1843",1843,"migranper@gmail.com  @migranper 52m 52 minutes ago More Carlos Urzua dice que se toman decisiones economicas sin sustento y se imponen funcionarios sin conocimiento de la hacienda publica, y antes México tomaba todas las decisiones segun con sustento internacional y tenia puro economista bien preparado """"pero solo servian para robar"""" Reply Retweet Like","migranper","@migranper ","2019-07-09",NA,NA,NA,"@gmail.Carlos Urzua dice que se toman decisiones economicas sin sustento y se imponen funcionarios sin conocimiento de la hacienda publica, y antes México tomaba todas las decisiones segun con sustento internacional y tenia puro economista bien preparado """"pero solo servian para robar""""","","@gmail","Carlos, Urzua, México"
"1844",1844,"@revistasinrecreo  @sinrecreo2 52m 52 minutes ago More La carta de renuncia de Carlos Urzúa a la Secretaría de Hacienda https://www.revistasinrecreo.com/educacion/la-carta-de-renuncia-de-carlos-urzua-a-la-secretaria-de-hacienda/ … https://www.revistasinrecreo.com/educacion/la-carta-de-renuncia-de-carlos-urzua-a-la-secretaria-de-hacienda/ … Reply Retweet Like",NA,"@revistasinrecreo ","2019-07-09",NA,NA,NA,"@La carta de renuncia de Carlos Urzúa a la Secretaría de Hacienda https://www.revistasinrecreo.com/educacion/la-carta-de-renuncia-de-carlos-urzua-a-la-secretaria-de-hacienda/ … https://www.revistasinrecreo.com/educacion/la-carta-de-renuncia-de-carlos-urzua-a-la-secretaria-de-hacienda/ …","","@La","Carlos, Urzúa, Secretaría, Hacienda"
"1845",1845,"DesPeje Libre  @DesPejeLibre 52m 52 minutes ago More Muy dura, la carta de renuncia de Carlos Urzúa. Habla de políticas públicas sin el debido sustento financiero y la imposición de funcionarios sin conocimiento hacendario. El efecto inmediato de su salida es la... https://www.facebook.com/100013333322177/posts/706349523152819/ … Reply Retweet Like","DesPeje Libre  ","@DesPejeLibre ","2019-07-09",NA,NA,NA,"Muy dura, la carta de renuncia de Carlos Urzúa. Habla de políticas públicas sin el debido sustento financiero y la imposición de funcionarios sin conocimiento hacendario. El efecto inmediato de su salida es la... https://www.facebook.com/100013333322177/posts/706349523152819/ …","","","Muy, Carlos, Urzúa, Habla, El"
"1846",1846,"Karina  ✨  @karina100692 52m 52 minutes ago More RENUNCIÓ CARLOS URZÚA. Con qué maroma vas a salir ahora @lopezobrador_ , en ningún gobierno anterior hubo renuncias de los pilares del gabinete a 6 meses de gobernar. Ya se dio cuenta que tú barco se hunde y quiere salvarse, ya se percató de tu ineptitud e incapacidad. Renuncia. Reply Retweet Like","Karina  ","@karina100692 ","2019-07-09",NA,NA,NA,"✨RENUNCIÓ CARLOS URZÚA. Con qué maroma vas a salir ahora @lopezobrador_ , en ningún gobierno anterior hubo renuncias de los pilares del gabinete a 6 meses de gobernar. Ya se dio cuenta que tú barco se hunde y quiere salvarse, ya se percató de tu ineptitud e incapacidad. Renuncia.","","@lopezobrador_","RENUNCIÓ, CARLOS, URZÚA, Con, Ya, Renuncia"
"1847",1847,"Abraham Molina  @rebeldinsane 52m 52 minutes ago More Silencio sepulcral de la chairiza tras renuncia de Urzúa Reply Retweet Like","Abraham Molina  ","@rebeldinsane ","2019-07-09",NA,NA,NA,"Silencio sepulcral de la chairiza tras renuncia de Urzúa","","","Silencio, Urzúa"
"1848",1848,"Carlos Domínguez  @carlosdz 52m 52 minutes ago More Carlos Domínguez Retweeted REFORMACOM Se devalúa el peso con la renuncia de Carlos Urzúa  Carlos Domínguez added, REFORMACOM Verified account  @Reforma El dólar sube 35 centavos, de $19.20 a $19.55, tras la renuncia de Carlos Urzúa a la Secretaría de Hacienda. http://bit.ly/2LGgEEe  Reply Retweet Like","Carlos Domínguez  ","@carlosdz ","2019-07-09",NA,NA,NA,"Carlos Domínguez Retweeted REFORMACOM Se devalúa el peso con la renuncia de Carlos Urzúa  Carlos Domínguez added, REFORMACOM Verified account  @Reforma El dólar sube 35 centavos, de $19.20 a $19.55, tras la renuncia de Carlos Urzúa a la Secretaría de Hacienda. http://bit.ly/2LGgEEe","","@Reforma","Carlos, Domínguez, Retweeted, REFORMACOM, Se, Carlos, Urzúa, Carlos, Domínguez, REFORMACOM, Verified, El, Carlos, Urzúa, Secretaría, Hacienda, LGgEEe"
"1849",1849,"Antimio Cruz  @Antimio 52m 52 minutes ago More Arturo Herrera Gutiérrez, es nombrado por el actual presidente de México, Andrés Manuel López Obrador, como nuevo Secretario de Hacienda, tras renuncia de Carlos Urzúa... Era Subsecretario de Hacienda.. Reply Retweet 2 Like 1","Antimio Cruz  ","@Antimio ","2019-07-09",2,1,NA,"Arturo Herrera Gutiérrez, es nombrado por el actual presidente de México, Andrés Manuel López Obrador, como nuevo Secretario de Hacienda, tras renuncia de Carlos Urzúa... Era Subsecretario de Hacienda..","","","Arturo, Herrera, Gutiérrez, México, Andrés, Manuel, López, Obrador, Secretario, Hacienda, Carlos, Urzúa, Era, Subsecretario, Hacienda"
"1850",1850,"RODOLFO A PEREZ R  @RODOLFOAPEREZ 52m 52 minutes ago More Dólar se dispara tras renuncia de Urzúa  Reply Retweet Like","RODOLFO A PEREZ R  ","@RODOLFOAPEREZ ","2019-07-09",NA,NA,NA,"Dólar se dispara tras renuncia de Urzúa","","","Dólar, Urzúa"
"1851",1851,"riaton miguelito  @leontrollskii 52m 52 minutes ago More Replying to @LOVREGA Y le harían caso ? No se acuerdan cuando llamaban chisme al pleito entre Urzúa , Romo con nahle ? Que se dió al mismo tiempo que Herrera dijo que no empezarían la refinería este año ?  Ahí está tu respuesta el proyecto sin sustento tiene nombre ""dos bocas "" , "" santa Lucia "" etc Reply Retweet Like 2","riaton miguelito  ","@leontrollskii ","2019-07-09",NA,2,NA,"REPLYING TO @LOVREGA Y le harían caso ? No se acuerdan cuando llamaban chisme al pleito entre Urzúa , Romo con nahle ? Que se dió al mismo tiempo que Herrera dijo que no empezarían la refinería este año ?  Ahí está tu respuesta el proyecto sin sustento tiene nombre ""dos bocas "" , "" santa Lucia "" etc","","@LOVREGA","No, Urzúa, Romo, Que, Herrera, Ahí, Lucia"
"1852",1852,"Dj Cesar Rodriguez  @Dj_Cesar_Rdgz 52m 52 minutes ago More la Derechairiza ahora si hablando de ""Carlos Urzúa"" cuando apenas ayer lo criticaban y lo llenaban de comentarios para descalificarlo, ahora lo usan como bandera....oposicion Chaquetera #RedAMLOVE Reply Retweet Like","Dj Cesar Rodriguez  ","@Dj_Cesar_Rdgz ","2019-07-09",NA,NA,NA,"la Derechairiza ahora si hablando de ""Carlos Urzúa"" cuando apenas ayer lo criticaban y lo llenaban de comentarios para descalificarlo, ahora lo usan como bandera....oposicion Chaquetera #RedAMLOVE","#RedAMLOVE","","Derechairiza, Carlos, Urzúa, Chaquetera, RedAMLOVE"
